attrib1,attrib2,attrib3,attrib4,attrib5,attrib6,attrib7,attrib8,attrib9,attrib10,attrib11,attrib12,attrib13,attrib14,attrib15,attrib16,attrib17,attrib18,attrib19,attrib20,actual_class,subset,predicted_class,trust_score,dist_to_non_pred,dist_to_pred,our_score,model_confidence,mean_distance,rowID
36,3,0,3,0,0,0,0,2,3,414,1,999,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,0,validation,0,2.9064316107077475,11.916378686497001,4.00000312499878,23.392462947256387,0.9687675571262994,0.0,10347
39,8,1,3,1,1,0,1,2,0,835,4,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,validation,1,1.2326108221984933,9.273618980743171,7.4235579744486415,3.7146099932255914,0.5357344094557499,1.0,10348
60,5,0,6,1,1,0,1,3,0,174,1,999,0,0,1.4,93.444,-36.1,4.97,5228.1,0,validation,0,7.480617297352737,35.028560004659056,4.582576131391599,23.113999653011664,0.9958390502728428,0.0,10349
41,3,0,2,0,1,0,1,0,2,488,1,999,0,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,1,validation,0,1.4569571940560708,10.239791257638018,6.928203230275509,44.09700666750508,0.9028067023498809,1.0,10350
46,3,0,0,1,0,0,1,3,1,83,2,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0,validation,0,13.21294092310382,38.693171968708015,2.828429953171901,22.82400720418194,0.9983966524615511,0.0,10351
39,2,1,1,0,1,0,1,3,3,73,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0,validation,0,14.34725367462109,44.47652465065151,3.0000026666654818,21.28928669478702,0.9981731388524829,0.0,10352
48,2,1,6,0,1,1,0,2,1,80,2,999,0,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,validation,0,8.900026212513431,40.69215472299312,4.472138750083678,22.238469044504104,0.9983546636274496,0.0,10353
43,2,1,6,0,1,0,1,3,4,213,2,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,validation,0,6.758814746221894,20.952326839756964,3.000000166666662,11.898246527377589,0.9951323810160291,0.0,10354
43,3,0,2,1,0,0,1,8,4,335,2,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,validation,0,2.072549143131677,14.416855586430767,6.856098307346533,37.417886578882694,0.9184305008210106,0.0,10355
58,5,2,4,0,0,0,1,8,3,430,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1,validation,1,0.7150431194364704,10.677307713089476,14.832396974191326,8.672004139946145,0.6097900458047698,0.0,10356
36,4,0,4,0,1,0,1,5,2,231,2,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0,validation,0,4.483737287245033,17.81493418455426,3.873233274668594,8.762922931756263,0.9889819589016994,0.0,10357
40,3,0,1,0,1,0,0,0,1,59,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,validation,0,10.798170233254874,33.4743295227851,3.000000166666662,22.05442562396865,0.9983282240257021,0.0,10358
52,4,0,4,0,1,0,0,8,0,43,3,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,validation,0,7.411829123226174,34.70653177717416,4.5825866058373625,46.027724520708915,0.9822396729094715,0.0,10359
38,2,0,2,0,0,1,0,5,0,204,2,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0,validation,0,4.777623008818436,22.37233409816687,4.582733245564267,10.716603757001737,0.9908808955582703,0.0,10360
49,4,0,4,0,1,0,1,2,4,579,2,999,0,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,validation,0,1.3022846655421634,8.366600803193613,6.324556031849192,38.552577326919504,0.8201474977243948,0.0,10361
29,2,0,1,0,0,0,1,2,3,468,3,999,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,validation,0,1.7404054640637496,8.876074132182538,5.0000035999987045,30.725046246743265,0.9294866785136305,0.0,10362
53,5,2,0,0,0,0,0,0,3,116,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,validation,0,3.8120993506223946,19.819180406868536,5.09901990582504,23.86839255740817,0.9967786848043119,0.0,10363
44,4,2,4,0,0,1,0,1,1,50,2,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,validation,0,12.246100240710286,50.20901251767467,4.000000124999998,24.27175983665885,0.9983717840370457,0.0,10364
31,11,1,5,1,0,0,1,8,3,102,1,999,1,1,-1.8,93.075,-47.1,1.41,5099.1,0,validation,0,1.4060080707368063,7.780781001930333,5.4339518768572095,45.79537497639279,0.9700570478534719,0.0,10365
37,3,0,3,0,0,0,0,0,0,270,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,validation,0,3.762752704928279,15.890502572291467,4.1231057468854715,14.44981952220027,0.9908487640015026,0.0,10366
40,2,2,3,0,1,0,1,5,1,394,2,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,validation,0,1.3324487496108288,10.014949275957418,7.416198487095663,20.24740875452015,0.9663094186051138,0.0,10367
47,3,0,0,0,1,0,1,2,1,207,2,999,0,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,validation,0,4.423438052506806,21.656407920059134,4.7958316275699255,11.701105868011354,0.9963383197262341,0.0,10368
22,1,1,0,0,0,0,0,0,2,91,1,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,validation,0,5.590118335998909,28.50960574964168,5.000000399999984,27.38612120816023,0.9983347954511288,0.0,10369
44,2,0,6,0,1,1,1,2,3,844,5,999,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,validation,1,0.9754915458296449,10.333668322527098,10.493293572563385,3.9886932715683847,0.5482882741128767,1.0,10370
29,2,1,6,0,1,0,1,2,4,243,1,999,0,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,validation,0,6.777230699916963,26.92582470417573,3.872983346207417,14.787831913371585,0.9940265456437034,0.0,10371
29,6,1,6,0,0,0,1,5,1,708,1,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,validation,0,0.989865523530694,11.208702556496,11.223459894346384,50.27999286185334,0.556892284487129,0.0,10372
28,3,1,3,0,1,0,0,0,4,663,3,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0,validation,0,1.801875261457187,13.78404933247121,7.549835494896561,47.92485293119017,0.7495372634491746,0.0,10373
31,4,0,4,0,0,0,1,2,1,274,6,999,0,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,validation,0,3.7018386179877694,17.776388862758374,4.7020431729196215,15.49300018069926,0.989633161689716,0.0,10374
27,2,0,6,0,0,0,0,2,2,672,6,999,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,validation,0,1.1931399430868885,9.74679516559161,8.069029309650574,47.7803606414833,0.6391199059090393,0.0,10375
42,2,0,6,0,1,0,1,3,1,1311,2,999,0,0,1.4,93.444,-36.1,4.968,5228.1,1,validation,1,1.7562499856045193,23.141573887702624,13.076696983565842,7.831265217273629,0.6646570380206829,0.0,10376
38,2,0,6,0,1,0,0,0,1,137,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,validation,0,4.069769498409139,11.174574935987575,2.6457513110645907,16.872036790880127,0.9966889427298281,0.0,10377
40,2,0,6,1,1,0,0,1,0,417,1,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0,validation,0,1.5609556862476748,9.905436537578748,6.24575127586746,25.422236308731183,0.9710237444867718,0.0,10378
37,10,1,4,0,0,0,1,2,4,274,5,999,0,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,validation,0,3.6487404886480292,17.863628214895204,4.795834129742187,14.416991434571376,0.989940874065982,0.0,10379
35,4,1,6,1,1,0,0,0,3,44,15,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,validation,0,6.346812881205477,50.20488103760432,7.810250700201626,29.94356418913725,0.9983105963245562,0.0,10380
42,3,0,2,0,1,1,1,8,2,110,1,999,0,0,-1.8,93.075,-47.1,1.445,5099.1,0,validation,0,2.1082669817556607,10.099584149854884,4.690467354113021,35.672173237293514,0.9548563284951092,0.0,10381
37,2,0,1,0,0,0,0,1,0,155,3,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,validation,0,9.715936324978491,33.19570890943605,3.3166247903554,16.689635268443592,0.9964091687708866,0.0,10382
45,2,0,1,0,1,0,0,1,1,174,2,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,validation,0,7.62976377342142,24.890409116766243,3.1622778182822584,15.404493055858921,0.9964091687708866,0.0,10383
34,2,0,6,0,1,0,1,5,4,138,2,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0,validation,0,1.7585614974933403,7.213931244474125,4.002177407362147,18.483750082851607,0.9894741622346722,0.0,10384
34,3,0,2,1,0,0,0,1,4,651,1,999,0,0,1.4,94.465,-41.8,4.967,5228.1,0,validation,0,1.3711443395525789,7.007798869830671,5.010912591534602,45.94786472797384,0.6427315637230818,0.0,10385
46,3,0,2,0,1,0,1,3,4,314,1,999,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,validation,0,6.814003550920772,23.280893453645632,3.3166247903554,18.980694394457537,0.9871977972433418,0.0,10386
31,2,0,6,0,0,0,1,3,1,141,5,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0,validation,0,8.996701124338765,34.56225415102452,3.7416585894493366,19.97661981990364,0.9958146017006735,0.0,10387
38,6,0,6,0,0,0,1,0,4,525,1,999,0,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,validation,0,0.9713833843107986,9.000024499966653,9.165162082582064,49.84591756921372,0.7489182998634716,0.0,10388
47,6,0,3,0,0,0,1,5,0,97,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0,validation,0,4.6527475203731825,17.875159663622586,3.74185034441518,21.101268635344795,0.9953908649603141,0.0,10389
30,4,1,4,0,0,0,1,3,2,387,6,999,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,validation,0,2.4789577489583654,9.848857852563413,3.872983346207417,25.401892819265914,0.9639397279726689,0.0,10390
32,4,1,1,0,1,0,1,2,2,229,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,validation,0,5.1889085603705505,19.313207915827967,3.622017393663374,10.570212564819684,0.994525061283052,0.0,10391
37,3,0,3,1,0,0,1,0,2,138,1,999,0,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,validation,0,2.6500013687512873,10.528445516789267,3.8729962561303877,31.670761097354255,0.9958211539227416,0.0,10392
28,1,1,3,1,1,0,0,0,4,294,2,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0,validation,0,4.820563083265529,22.57265994516379,4.582577440698629,20.60931275646978,0.9912053690810986,0.0,10393
36,1,0,1,0,0,0,0,0,3,295,2,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,validation,0,6.342005972108535,19.66021851353646,3.0,16.592677349914286,0.9912335586505181,0.0,10394
44,4,0,4,0,1,1,1,3,2,236,1,999,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,validation,0,3.1404242608985413,12.875739862237044,4.000000124999998,10.735687627562166,0.9937365557291196,0.0,10395
49,0,0,0,1,1,0,1,3,2,501,1,999,0,0,1.4,93.444,-36.1,4.967,5228.1,1,validation,0,1.743915049188921,8.717798403266734,4.898981118559246,34.66315272464787,0.8428332989341046,1.0,10396
48,4,2,6,0,1,0,1,8,3,132,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,0,validation,0,1.4094820180170207,9.055473482927328,6.32468181017828,37.98376821075703,0.8648515557325809,0.0,10397
35,4,0,4,0,1,0,0,0,2,205,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,validation,0,5.681571143339235,22.57278753277941,3.872983346207417,11.375315349656058,0.9961552451021386,0.0,10398
26,2,1,6,0,1,0,1,8,3,239,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1,validation,1,0.9702819532254356,6.0001333318518855,6.0839069683879945,10.122827024347306,0.5040960974887959,0.0,10399
42,1,0,1,0,1,0,1,0,0,74,3,999,0,0,-1.8,92.89299999999999,-46.2,1.354,5099.1,0,validation,0,2.7624126010848236,15.152719524890571,5.385320881804538,37.35435492191669,0.9964042100088621,0.0,10400
40,4,0,4,0,0,0,1,3,0,40,9,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,validation,0,8.577186557918694,59.37301849325173,6.822202063850055,25.375503910022886,0.9982564105709691,0.0,10401
29,10,0,1,0,1,0,1,2,4,668,2,999,0,0,1.4,93.91799999999999,-42.7,4.959,5228.1,0,validation,0,1.2043266661869734,10.488088672394031,8.60867428818166,47.80524865285866,0.6256645592481711,0.0,10402
44,3,1,4,1,0,0,0,0,0,29,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,validation,0,15.796994703167117,58.53657606146777,3.6055514141390357,26.560096123754658,0.998447191749403,0.0,10403
33,2,0,6,0,1,0,1,3,2,50,3,999,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,validation,0,15.959211686748086,54.526647907239,3.3166253933780343,24.524449572767296,0.9980662947838632,0.0,10404
27,3,0,3,0,0,0,0,1,0,176,4,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0,validation,0,8.920292135402555,29.266739569005633,3.1809171633351316,18.62602987285003,0.9962495144065744,0.0,10405
47,3,0,3,0,1,0,1,5,2,88,1,999,1,1,-0.1,93.2,-42.0,4.12,5195.8,0,validation,0,4.118617549402842,16.36377795620559,3.873123932951281,23.97022004242702,0.9969958153364682,0.0,10406
57,10,1,6,0,0,1,1,8,0,7,4,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,validation,0,6.065891813256733,68.92418550842658,11.262580743328769,53.26276224105901,0.9650448033161612,0.0,10407
38,3,0,0,1,0,0,0,1,4,174,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0,validation,0,6.730534800914038,24.09424115841792,3.479840513586797,15.298716894577339,0.9966351270650814,0.0,10408
34,2,0,6,0,1,0,0,1,1,150,3,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,validation,0,10.172674030987881,33.186087235466786,3.1622776601683795,17.715651464347086,0.9965416844100515,0.0,10409
60,8,0,6,0,0,0,1,3,3,115,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,validation,0,7.709841244462571,41.56763001423117,5.291502716620299,27.0686738998567,0.996035373207157,0.0,10410
37,7,0,4,0,0,0,0,0,3,368,2,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,validation,0,2.900336310960998,15.637171099658715,5.291502716620299,21.578935225242812,0.9835473534743511,0.0,10411
53,0,0,6,0,0,0,1,5,0,53,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0,validation,0,5.733193552992145,32.718822304600145,5.606910468341722,27.957146189618857,0.9951932456227575,0.0,10412
43,2,0,6,0,1,1,1,3,3,297,7,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0,validation,0,1.8807588017214918,14.387495438748191,7.549835494896561,17.44038652271472,0.9867210300967676,0.0,10413
40,4,0,4,0,0,0,1,3,1,156,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0,validation,0,8.695611956837327,33.405572364502476,3.7416585894493366,14.00915238979885,0.9953357897362235,0.0,10414
55,0,0,0,1,0,0,0,5,4,270,1,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0,validation,0,2.7423292711413203,16.732189934374997,6.001451824350505,20.646901372684614,0.9871001746698618,0.0,10415
45,8,0,0,0,1,1,1,3,3,797,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,1,validation,1,0.8714451300614041,9.976596463724487,11.348335781073803,3.705863495209368,0.5472828776109301,0.0,10416
32,0,0,0,0,1,0,1,3,0,11,9,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,validation,0,11.977346953566578,85.8903680571926,7.071067882576153,32.18789515213706,0.9982330873447368,0.0,10417
45,1,1,3,1,1,0,0,0,4,270,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,validation,0,3.4487142626267864,16.8843240018664,4.795831523312719,16.072088399396346,0.9912081195981461,0.0,10418
21,2,1,1,0,1,0,1,2,2,102,1,999,0,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,validation,0,8.929933984239604,38.77953253973044,4.2426449297578515,24.584663346899692,0.9980921814020932,0.0,10419
40,4,1,6,0,0,0,1,5,4,124,4,999,1,1,-0.1,93.2,-42.0,4.021,5195.8,0,validation,0,2.2144667811862764,10.612328914993164,4.692272796843764,20.788791704353358,0.9919872004431687,0.0,10420
31,1,0,1,0,0,1,1,8,2,195,6,999,0,0,-1.8,93.075,-47.1,1.445,5099.1,0,validation,0,1.4627369602412708,9.512542930257924,6.403249175223467,33.54414494195311,0.9401427872233024,0.0,10421
43,0,0,0,0,1,0,1,2,0,88,4,999,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,validation,0,8.281355983807948,37.03841837875926,4.372506489417714,20.650666779929228,0.9984968164376204,0.0,10422
46,3,0,2,1,1,0,1,3,1,143,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,validation,0,9.994572224638215,34.14770323169645,3.3166247903554,18.02072670330784,0.9964051692132171,0.0,10423
34,1,0,1,0,0,0,0,0,3,791,2,999,0,0,1.1,93.994,-36.4,4.86,5191.0,1,validation,0,0.7321674993492955,5.74456299469333,7.745968306157726,55.49451249964322,0.749065264814796,0.5,10424
58,2,2,6,0,1,0,0,1,0,282,7,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0,validation,0,2.1780399730422473,20.71252847915966,9.40970998490389,23.4568408336637,0.9896555232238802,0.0,10425
42,2,0,6,0,0,0,1,5,0,226,2,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0,validation,0,3.6166966337769013,20.500221486608382,5.568217039591758,9.469127588798402,0.9871847234325555,0.0,10426
49,4,0,4,1,0,0,1,2,4,197,6,999,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,validation,0,3.935195325921383,20.069496555718583,5.000000099999999,14.977817890247039,0.9965384905260181,0.0,10427
27,4,1,6,0,1,0,1,0,0,90,4,999,1,1,-1.8,92.89299999999999,-46.2,1.354,5099.1,0,validation,0,2.1161787655668527,10.792596351202985,5.000039999840001,44.80849336478199,0.9959782349020774,0.0,10428
31,1,1,1,1,0,0,1,0,4,182,2,999,2,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,validation,0,1.9778058960553249,11.385940277377182,5.656854249492381,38.309117629026936,0.996050915609491,0.0,10429
30,2,1,6,0,0,1,1,8,1,505,1,999,0,0,-1.8,93.075,-47.1,1.423,5099.1,1,validation,0,0.9410734019164038,8.922174622814776,9.380848788888988,53.436362574914654,0.6121221029258022,1.0,10430
33,1,1,1,0,1,0,1,2,1,286,1,999,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,validation,0,3.905512159430661,15.00364015830825,3.74165752040456,15.638972870241787,0.9893033729672113,0.0,10431
31,1,0,1,0,0,0,0,0,2,185,6,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,validation,0,4.199539697340145,14.348253970431447,3.3166253933780343,16.60185957869118,0.99622647747994,0.0,10432
42,4,2,4,0,1,0,1,3,1,94,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,validation,0,10.273173609840999,38.06777299764214,3.6055514141390357,19.54465504230855,0.9977079561020651,0.0,10433
25,2,0,5,0,0,0,0,1,2,490,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0,validation,0,2.0922716841425184,9.591663255139851,4.484329715799232,35.51343739671379,0.929207302543604,0.0,10434
39,4,0,3,1,1,0,0,1,2,155,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0,validation,0,10.682576963135041,33.13138382259352,3.0014411538459322,14.50405145635694,0.9964140028682728,0.0,10435
42,3,1,0,1,0,0,1,2,0,49,6,999,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,validation,0,11.108785929794838,52.01773220739262,4.582575804064784,23.869403303656494,0.998556281841488,0.0,10436
41,3,0,3,1,1,0,0,1,3,512,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,1,validation,0,1.6811986899969737,9.545115242887329,5.577565239421232,31.97983136041501,0.9080574847574148,0.5,10437
33,2,1,6,0,1,0,1,3,2,236,4,999,0,0,1.4,93.444,-36.1,4.967,5228.1,0,validation,0,5.50827805520308,21.1609237038462,3.7416585894493366,12.431242358038531,0.993248921807076,0.0,10438
44,2,0,0,1,1,0,1,3,1,222,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0,validation,0,5.4974606391993355,23.2163736186339,4.123108657311859,11.842437187093292,0.9958491435402863,0.0,10439
37,2,0,1,0,0,0,0,0,0,193,2,999,0,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,validation,0,3.4250354819185738,10.031192800459973,2.8287850749040655,29.03834390404736,0.9944925722800165,0.0,10440
43,4,0,6,0,1,0,1,3,3,74,4,999,0,0,1.4,93.444,-36.1,4.962,5228.1,0,validation,0,9.426005954248065,44.137990495717084,4.582576131391599,21.808408644532346,0.9981487543634064,0.0,10441
44,3,0,3,1,0,0,1,0,2,181,1,999,0,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,validation,0,3.769361623189535,11.038300820325563,2.8284271247461903,28.777283710136366,0.9950553389848736,0.0,10442
54,4,1,6,0,1,1,1,0,3,121,1,999,1,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,validation,0,2.278054374491848,12.282136133425652,5.291502622129181,42.6123717867088,0.9944370036683765,0.0,10443
44,3,0,3,1,1,0,1,8,0,81,3,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,validation,0,2.466504188131842,14.628738838327793,5.830960469768253,39.894847512612294,0.9862466080578979,0.0,10444
36,10,1,6,0,1,0,1,5,2,998,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,1,validation,1,0.879748612191035,12.8067221411258,14.457251882705847,4.19023989905069,0.5957324025104603,0.0,10445
44,4,1,6,0,1,0,1,3,2,763,3,999,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,1,validation,0,0.6228059757169235,6.928203302444293,11.02417602363097,50.89238134480708,0.5737460960014287,1.0,10446
27,2,1,6,0,1,0,1,2,3,170,4,999,0,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,validation,0,8.392829251920794,33.344588181592705,3.872985411797984,17.510780754056743,0.995722329717152,0.0,10447
33,3,0,0,0,1,0,0,1,2,61,23,999,0,0,1.4,94.465,-41.8,4.962,5228.1,0,validation,0,5.09510669240998,53.21602131877215,10.344535223972125,31.683827217934518,0.9983716343217856,0.0,10448
46,3,0,0,0,0,0,1,3,2,293,1,999,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,validation,0,4.85365653759332,16.583123981928132,3.3166249411110686,16.4326092733212,0.9877519559639322,0.0,10449
52,8,0,6,0,0,0,1,3,1,276,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,validation,0,3.834995341954912,19.93821599341325,5.099019611650852,19.12923277230641,0.9861682210488484,0.0,10450
51,3,0,0,1,1,0,0,1,1,85,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,validation,0,11.710663816961953,38.40510311143575,3.179498388110933,25.71660072934228,0.9984431964779446,0.0,10451
30,3,0,3,0,0,0,1,2,0,96,2,999,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,validation,0,10.610071319427904,37.815373857731615,3.464101759475319,21.622037309251564,0.9981228963421613,0.0,10452
31,6,1,6,0,1,0,0,1,1,214,2,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0,validation,0,6.278925072005614,25.04234433913886,3.8883171166971477,13.942973997781255,0.9958531367418424,0.0,10453
48,3,0,2,1,0,0,0,0,2,22,6,999,0,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,validation,0,9.124878231246862,52.531582015012646,5.6569625241820365,43.605856204223734,0.9980890954605762,0.0,10454
54,4,1,6,1,0,0,0,0,4,187,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,validation,0,3.4535955299262575,16.171723995913414,4.582576131391599,19.679111690478624,0.9960349403104417,0.0,10455
34,1,0,1,0,0,0,0,1,3,54,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0,validation,0,20.27875017816687,51.700531805775576,2.4494930087673246,25.707344948750592,0.998264426786267,0.0,10456
31,2,1,6,0,1,0,1,3,2,127,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,validation,0,18.438971345808262,33.781153636310464,1.732051962269031,20.024986795330737,0.99553250519249,0.0,10457
29,4,1,6,0,1,0,1,2,2,438,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,validation,0,2.3447945776740013,9.31582980737626,3.872983346207417,28.054481678400077,0.9448435078393035,0.0,10458
36,4,0,1,0,1,0,0,5,2,46,2,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0,validation,0,11.889827302567607,45.679718781971495,3.7419160867127954,22.32875207962466,0.9963986379518323,0.0,10459
28,4,0,4,0,1,0,1,2,1,249,2,999,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,validation,0,10.082902978119995,31.256999232171985,3.0,13.846075249085201,0.9947737484977173,0.0,10460
40,5,0,4,0,1,0,0,1,3,219,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,validation,0,6.8550971401770875,25.50553794766933,3.6206676179953363,9.868304497482452,0.9961457291837036,0.0,10461
57,2,0,6,0,1,0,1,2,3,73,10,999,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,validation,0,7.73795539707463,47.8419406901519,6.082762530298219,28.93716112471881,0.9982944885133815,0.0,10462
47,2,0,6,0,1,0,0,0,2,34,3,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,validation,0,11.883231790713566,52.986135129862056,4.358899402372117,26.045971330559368,0.9983160500882348,0.0,10463
35,2,1,6,0,0,0,1,2,4,60,2,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,validation,0,12.39617279209911,47.621890187181904,3.741660727537974,23.072748504559225,0.9982813600214646,0.0,10464
37,3,0,0,0,1,0,0,0,2,179,1,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,validation,0,3.82871647201789,11.86902106325546,3.0,13.647537690759405,0.9962375508042223,0.0,10465
47,1,0,1,0,1,0,0,1,1,187,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,validation,0,4.494954962207488,18.98769248750358,4.124223078350636,15.850179621157459,0.9962171371949164,0.0,10466
45,2,0,6,0,0,1,1,2,3,468,1,999,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,validation,0,1.8999839014949085,12.20655709035107,6.324558166386012,28.982193582397727,0.9165310786932637,0.0,10467
35,4,1,4,0,1,0,1,3,1,300,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,validation,0,3.7631646279996005,14.951002541635793,3.8729865736921942,16.245601597559663,0.9874847397558209,0.0,10468
37,4,0,1,0,1,0,0,1,1,398,4,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,validation,0,1.7900537878264506,8.575108745666142,4.6904195974347545,24.020527994968436,0.9743340466531302,0.0,10469
49,2,0,1,0,1,0,1,5,4,36,2,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0,validation,0,11.304077370477767,50.42632658641713,4.360897155402774,27.42796658788062,0.9963600685391776,0.0,10470
45,2,0,2,1,1,0,0,0,2,200,4,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,validation,0,5.027703866532364,19.974984380469486,3.8729834753068597,12.85486050341876,0.9965751594528015,0.0,10471
28,6,1,6,0,0,0,0,1,2,361,1,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0,validation,0,1.836202750336486,10.909152304372691,5.841148003603403,24.629818048554487,0.9873736420412993,0.0,10472
